"dataset","id","reason"
"ActivityNet Captions","v_rV9RzL8o7tk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.047963570803403854. Maximum achieved text similarity score is -0.009865372441709042."
"ActivityNet Captions","v_phDLuo6dYrk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8037145733833313. Maximum achieved text similarity score is 0.8477011919021606."
"ActivityNet Captions","v_T9JSNxOyUQA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.005913548171520233. Maximum achieved text similarity score is 0.0757303237915039."
"ActivityNet Captions","v_48xSiJdaH2g","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.732142448425293. Maximum achieved text similarity score is 0.7734329700469971."
"ActivityNet Captions","v_tPHfkxAwyp8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8896044492721558. Maximum achieved text similarity score is 0.894690752029419."
"ActivityNet Captions","v_UKhH_iEifrU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7918288707733154. Maximum achieved text similarity score is 0.8264189958572388."
"ActivityNet Captions","v_Lan3mtnCmlw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8415782451629639. Maximum achieved text similarity score is 0.893481969833374."
"ActivityNet Captions","v_WUOiJOqrHlI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.839759111404419. Maximum achieved text similarity score is 0.8826677203178406."
"ActivityNet Captions","v_XiG7rgPoKKI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8768157958984375. Maximum achieved text similarity score is 0.8852013349533081."
"ActivityNet Captions","v_UYcpD3r6Ol0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8264755010604858. Maximum achieved text similarity score is 0.8411478996276855."
"ActivityNet Captions","v_iGXUvIRX77c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.781233549118042. Maximum achieved text similarity score is 0.88787841796875."
"ActivityNet Captions","v_-ySxFjhhK4Y","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7445693612098694. Maximum achieved text similarity score is 0.7669227719306946."
"ActivityNet Captions","v_sY8TfKQHe5w","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8086356520652771. Maximum achieved text similarity score is 0.8172369003295898."
"ActivityNet Captions","v__sgg_QEjcEE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7772775292396545. Maximum achieved text similarity score is 0.8220674395561218."
"ActivityNet Captions","v_Zso0ZBs2y6E","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8119940161705017. Maximum achieved text similarity score is 0.8775743246078491."
"ActivityNet Captions","v_0K1SrDmREzs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7911766767501831. Maximum achieved text similarity score is 0.8413665294647217."
"ActivityNet Captions","v_RfXFS9fy-mI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8117998242378235. Maximum achieved text similarity score is 0.8337733745574951."
"ActivityNet Captions","v_n9xULD7oYXc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8208481669425964. Maximum achieved text similarity score is 0.8844166994094849."
"ActivityNet Captions","v_ZuuY0xffLYE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8548316955566406. Maximum achieved text similarity score is 0.8645269274711609."
"ActivityNet Captions","v_kK9k01CtXnE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7850502133369446. Maximum achieved text similarity score is 0.8180345296859741."
"ActivityNet Captions","v_QtCNHRtycmg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8532289266586304. Maximum achieved text similarity score is 0.8710554838180542."
"ActivityNet Captions","v_tl2hDYGBfqU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8786433339118958. Maximum achieved text similarity score is 0.8966293334960938."
"ActivityNet Captions","v_Y_slRMRs18I","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7655896544456482. Maximum achieved text similarity score is 0.8766021132469177."
"ActivityNet Captions","v_b7_ok8iTlT8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8251281976699829. Maximum achieved text similarity score is 0.8567726016044617."
"ActivityNet Captions","v_Nq6cd5Xue9Q","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8223264217376709. Maximum achieved text similarity score is 0.8649153709411621."
"ActivityNet Captions","v_5pzCqex6S48","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8792760372161865. Maximum achieved text similarity score is 0.8872870802879333."
"ActivityNet Captions","v_XI6sjZg9Yeg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8438864946365356. Maximum achieved text similarity score is 0.8473319411277771."
"ActivityNet Captions","v__m8WprCWHF4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7519093155860901. Maximum achieved text similarity score is 0.8018839359283447."
"ActivityNet Captions","v_4Xvn1xXvYdU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8889343738555908. Maximum achieved text similarity score is 0.8955333828926086."
"ActivityNet Captions","v_5BuDj1xkpiI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8682816624641418. Maximum achieved text similarity score is 0.8859792351722717."
"ActivityNet Captions","v_86sxvTk3YEY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.806033194065094. Maximum achieved text similarity score is 0.8551150560379028."
"ActivityNet Captions","v_VXiaPftjWqQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8694233298301697. Maximum achieved text similarity score is 0.8750390410423279."
"ActivityNet Captions","v_oKdzcTnENks","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8179410099983215. Maximum achieved text similarity score is 0.8270638585090637."
"ActivityNet Captions","v_PQBeNLSdugw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.826323390007019. Maximum achieved text similarity score is 0.867693305015564."
"ActivityNet Captions","v_Z7gECmnHeKk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8331718444824219. Maximum achieved text similarity score is 0.8637180328369141."
"ActivityNet Captions","v_sJUUm0n4cXA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8063017725944519. Maximum achieved text similarity score is 0.8397516012191772."
"ActivityNet Captions","v_vr7iD3pjmSU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8758748769760132. Maximum achieved text similarity score is 0.8958340287208557."
"ActivityNet Captions","v_t6Hc2tHRrs4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8712611198425293. Maximum achieved text similarity score is 0.8977491855621338."
"ActivityNet Captions","v_5I5xXW25OXs","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8393585085868835. Maximum achieved text similarity score is 0.8760990500450134."
"ActivityNet Captions","v_AhWkUdag6NA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8600704669952393. Maximum achieved text similarity score is 0.8795991539955139."
"ActivityNet Captions","v_dWBnXy2nauU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7922436594963074. Maximum achieved text similarity score is 0.7939380407333374."
"ActivityNet Captions","v_rs7er4e67ec","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7165947556495667. Maximum achieved text similarity score is 0.7525584101676941."
"ActivityNet Captions","v_nnUYbsoLNqo","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8216460943222046. Maximum achieved text similarity score is 0.887037992477417."
"ActivityNet Captions","v_E50d5qFvzOI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8792023658752441. Maximum achieved text similarity score is 0.8918854594230652."
"ActivityNet Captions","v_MAXfslyf7Dw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8472353219985962. Maximum achieved text similarity score is 0.8579278588294983."
"ActivityNet Captions","v_2qN85UKyL2s","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8366310596466064. Maximum achieved text similarity score is 0.8794459104537964."
"ActivityNet Captions","v_PRLlYhneNMk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7735132575035095. Maximum achieved text similarity score is 0.7964519262313843."
"ActivityNet Captions","v_ADbp9ObJVxE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7744325399398804. Maximum achieved text similarity score is 0.81596839427948."
"ActivityNet Captions","v_U7MAQwyFeDQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8462119102478027. Maximum achieved text similarity score is 0.88304603099823."
"ActivityNet Captions","v_uN8lcRwsBno","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.839627742767334. Maximum achieved text similarity score is 0.8474799394607544."
"ActivityNet Captions","v_yPpKYckLbdI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8447579741477966. Maximum achieved text similarity score is 0.8621719479560852."
"ActivityNet Captions","v_c-X500da7JU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8957260847091675. Maximum achieved text similarity score is 0.8960579633712769."
"ActivityNet Captions","v_9FAPy8NVDgY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8254936933517456. Maximum achieved text similarity score is 0.8463730812072754."
"ActivityNet Captions","v_-fjUWhSM6Hc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8491590023040771. Maximum achieved text similarity score is 0.8873719573020935."
"ActivityNet Captions","v_iksziMLKsBQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.870143473148346. Maximum achieved text similarity score is 0.8903619050979614."
"ActivityNet Captions","v_GSXP6BYeS-o","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8359411954879761. Maximum achieved text similarity score is 0.8478959202766418."
"ActivityNet Captions","v_qRT0Z6Sz_Ck","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8626571297645569. Maximum achieved text similarity score is 0.8948698043823242."
"ActivityNet Captions","v_ZHVzukkU9sk","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8667036294937134. Maximum achieved text similarity score is 0.872435986995697."
"ActivityNet Captions","v_PMDpnLURLp8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8774736523628235. Maximum achieved text similarity score is 0.8907105326652527."
"ActivityNet Captions","v_zL0L9Faa5CA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8638482093811035. Maximum achieved text similarity score is 0.8999425172805786."
"ActivityNet Captions","v_duGxOdcqg3I","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8737257719039917. Maximum achieved text similarity score is 0.890451967716217."
"ActivityNet Captions","v_kkXSGwesZ0U","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7742911577224731. Maximum achieved text similarity score is 0.7898149490356445."
"ActivityNet Captions","v_zH-fOiPLLxA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7859405875205994. Maximum achieved text similarity score is 0.8862334489822388."
"ActivityNet Captions","v_HcPhIfhQLmA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.029060211032629013. Maximum achieved text similarity score is 0.005982234142720699."
"ActivityNet Captions","v_RK1L77bNTxg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8267847895622253. Maximum achieved text similarity score is 0.852866530418396."
"ActivityNet Captions","v_TQ22icNBoSI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7429114580154419. Maximum achieved text similarity score is 0.7830218076705933."
"ActivityNet Captions","v_1f8iBakydSI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8880599141120911. Maximum achieved text similarity score is 0.8993504643440247."
"ActivityNet Captions","v_XPctbL-V1ww","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8932061195373535. Maximum achieved text similarity score is 0.8999776840209961."
"ActivityNet Captions","v_93bg_XU3OTg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8426935076713562. Maximum achieved text similarity score is 0.8647820949554443."
"ActivityNet Captions","v_AbVuOBhG634","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8638020753860474. Maximum achieved text similarity score is 0.8783183693885803."
"ActivityNet Captions","v_cGqmHplppAU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8713443279266357. Maximum achieved text similarity score is 0.8933698534965515."
"ActivityNet Captions","v_OK84hJx9daQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7765185832977295. Maximum achieved text similarity score is 0.7814154624938965."
"ActivityNet Captions","v_q66BG9h_7XI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8365204334259033. Maximum achieved text similarity score is 0.8499261736869812."
"ActivityNet Captions","v_W_5Mx-mfNmU","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8268592953681946. Maximum achieved text similarity score is 0.848774790763855."
"ActivityNet Captions","v_qsTCTQo-wI8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8687748908996582. Maximum achieved text similarity score is 0.899796724319458."
"ActivityNet Captions","v_4A49mkP6HsM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8863474130630493. Maximum achieved text similarity score is 0.8894494771957397."
"ActivityNet Captions","v_fLvPz8W00l4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8637537956237793. Maximum achieved text similarity score is 0.8936070799827576."
"ActivityNet Captions","v_AonniE_CsPY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8059450387954712. Maximum achieved text similarity score is 0.8716806173324585."
"ActivityNet Captions","v_sjHCZWdopsQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8695583343505859. Maximum achieved text similarity score is 0.8888058662414551."
"ActivityNet Captions","v_dcclQadR-L0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8593461513519287. Maximum achieved text similarity score is 0.8738778829574585."
"ActivityNet Captions","v_j1IYrdjnY6M","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8193771839141846. Maximum achieved text similarity score is 0.8382683992385864."
"ActivityNet Captions","v_ie9PgZt9svA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8202236890792847. Maximum achieved text similarity score is 0.8296228647232056."
"ActivityNet Captions","v_h7Tq3Gsj6lY","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8565133810043335. Maximum achieved text similarity score is 0.8927295804023743."
"ActivityNet Captions","v_b5GJUtjiWkQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8751868009567261. Maximum achieved text similarity score is 0.8777636289596558."
"ActivityNet Captions","v_IuY073Pr4E4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8629188537597656. Maximum achieved text similarity score is 0.8773857355117798."
"ActivityNet Captions","v_bjtjeUcoxkg","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.848094642162323. Maximum achieved text similarity score is 0.8948517441749573."
"ActivityNet Captions","v_BJ-1HVacaF4","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8079944849014282. Maximum achieved text similarity score is 0.8904572129249573."
"ActivityNet Captions","v_QJVtvcYcwac","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.028623104095458984. Maximum achieved text similarity score is 0.77229243516922."
"ActivityNet Captions","v_Yyv8oxrFGV0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8018835186958313. Maximum achieved text similarity score is 0.8911615610122681."
"ActivityNet Captions","v_UfYMJBu4HI0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8182575702667236. Maximum achieved text similarity score is 0.8474161028862."
"ActivityNet Captions","v_1cccnJAK7TI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.833892822265625. Maximum achieved text similarity score is 0.879339873790741."
"ActivityNet Captions","v_b40ECuGuck8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8650032877922058. Maximum achieved text similarity score is 0.8978981971740723."
"ActivityNet Captions","v_lu1bVIcDn4c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8553502559661865. Maximum achieved text similarity score is 0.8969243764877319."
"ActivityNet Captions","v_kXP1tgr476c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8680501580238342. Maximum achieved text similarity score is 0.871852457523346."
"ActivityNet Captions","v_i887uArWX9w","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8586356043815613. Maximum achieved text similarity score is 0.885617196559906."
"ActivityNet Captions","v_43gst-Mw43s","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8283306956291199. Maximum achieved text similarity score is 0.8778109550476074."
"ActivityNet Captions","v_IVnPfvBZxKE","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8184047937393188. Maximum achieved text similarity score is 0.8221843838691711."
"ActivityNet Captions","v_rua32XjJh54","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7783620357513428. Maximum achieved text similarity score is 0.7981764078140259."
"ActivityNet Captions","v_kMYZWwZXx3E","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8334448337554932. Maximum achieved text similarity score is 0.899154543876648."
"ActivityNet Captions","v_olFThb2_GHM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7974280118942261. Maximum achieved text similarity score is 0.8232443928718567."
"ActivityNet Captions","v_tjDOXnDswdA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8577225208282471. Maximum achieved text similarity score is 0.8867960572242737."
"ActivityNet Captions","v_o18RrUlR-0Y","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.03442719206213951. Maximum achieved text similarity score is 0.8981115221977234."
"ActivityNet Captions","v_9Cs3CYCMH2w","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8649554252624512. Maximum achieved text similarity score is 0.8692994117736816."
"ActivityNet Captions","v_wsc5GIgVwN8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8459466099739075. Maximum achieved text similarity score is 0.8740744590759277."
"ActivityNet Captions","v_MWdPh6J-YXM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8206110000610352. Maximum achieved text similarity score is 0.8585903644561768."
"ActivityNet Captions","v_JavaLreBqtI","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is -0.06904711574316025. Maximum achieved text similarity score is 0.8788905739784241."
"ActivityNet Captions","v_oNqtuh6qa2E","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8623943328857422. Maximum achieved text similarity score is 0.8968160152435303."
"ActivityNet Captions","v_MkL-tApJgXc","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8597469329833984. Maximum achieved text similarity score is 0.8801777362823486."
"ActivityNet Captions","v_GEhtyurCwDQ","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8513445854187012. Maximum achieved text similarity score is 0.8740684986114502."
"ActivityNet Captions","v_lwXIgNoLGhM","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7631120085716248. Maximum achieved text similarity score is 0.8213462829589844."
"ActivityNet Captions","v_e_y8_3siD0c","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8373042941093445. Maximum achieved text similarity score is 0.8594902753829956."
"ActivityNet Captions","v_irnvsfchQX8","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8416664600372314. Maximum achieved text similarity score is 0.8928545713424683."
"ActivityNet Captions","v_pcaPtKtS03E","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8436723947525024. Maximum achieved text similarity score is 0.8752018213272095."
"ActivityNet Captions","v_hV_Ud3zrAnA","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8404274582862854. Maximum achieved text similarity score is 0.8907976746559143."
"ActivityNet Captions","v_vNzTWjEFr-Y","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.0888136625289917. Maximum achieved text similarity score is 0.8405561447143555."
"ActivityNet Captions","v_VoQ2VhCqir0","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.870360791683197. Maximum achieved text similarity score is 0.8766122460365295."
"ActivityNet Captions","v_dLOwmXV_yTw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.7644498348236084. Maximum achieved text similarity score is 0.7980170249938965."
"ActivityNet Captions","v_fllAtkXf7pw","Exceeded maximum attempts to generate a GEST object that meets the similarity threshold. Expected minimum text similarity score is 0.9. Minimum achieved text similarity score is 0.8069536685943604. Maximum achieved text similarity score is 0.8412858247756958."
